rank,name,position,consensus_adp,mock_count,adp_source,last_updated,data_quality,overall_rank,sources,sources_count,adp_std
242,Oronde Gadsden,TE,228.36,65,sfb15,2025-06-21 23:33:59.665732,high,242,['sfb15'],1,0.0
243,Elijah Mitchell,RB,229.0,65,sfb15,2025-06-21 23:33:59.665768,high,243,['sfb15'],1,0.0
244,Kyle Monangai,RB,229.36,65,sfb15,2025-06-21 23:33:59.665804,high,244,['sfb15'],1,0.0
245,Raheem Mostert,RB,229.5,65,sfb15,2025-06-21 23:33:59.665841,high,245,['sfb15'],1,0.0
246,Spencer Rattler,QB,231.09,65,sfb15,2025-06-21 23:33:59.665878,high,246,['sfb15'],1,0.0
247,Dyami Brown,WR,231.58,65,sfb15,2025-06-21 23:33:59.665915,high,247,['sfb15'],1,0.0
248,Khalil Herbert,RB,232.0,65,sfb15,2025-06-21 23:33:59.665950,high,248,['sfb15'],1,0.0
249,Arian Smith,WR,234.0,65,sfb15,2025-06-21 23:33:59.665986,high,249,['sfb15'],1,0.0
250,Xavier Restrepo,WR,234.45,65,sfb15,2025-06-21 23:33:59.666023,high,250,['sfb15'],1,0.0
251,Tyler Higbee,TE,235.4,65,sfb15,2025-06-21 23:33:59.666059,high,251,['sfb15'],1,0.0
252,Tyler Lockett,WR,235.45,65,sfb15,2025-06-21 23:33:59.666096,high,252,['sfb15'],1,0.0
253,Jacory Croskey-Merritt,RB,236.36,65,sfb15,2025-06-21 23:33:59.666132,high,253,['sfb15'],1,0.0
254,Dontayvion Wicks,WR,237.7,65,sfb15,2025-06-21 23:33:59.666167,high,254,['sfb15'],1,0.0
255,Keaton Mitchell,RB,238.9,65,sfb15,2025-06-21 23:33:59.666203,high,255,['sfb15'],1,0.0
256,Kendre Miller,RB,239.6,65,sfb15,2025-06-21 23:33:59.666239,high,256,['sfb15'],1,0.0
257,Zack Moss,RB,239.78,65,sfb15,2025-06-21 23:33:59.666275,high,257,['sfb15'],1,0.0
258,Dont’e Thornton,WR,240.0,65,sfb15,2025-06-21 23:33:59.666319,high,258,['sfb15'],1,0.0
259,Tai Felton,WR,240.0,65,sfb15,2025-06-21 23:33:59.666356,high,259,['sfb15'],1,0.0
260,Jermaine Burton,WR,240.33,65,sfb15,2025-06-21 23:33:59.666392,high,260,['sfb15'],1,0.0
261,Emanuel Wilson,RB,240.5,65,sfb15,2025-06-21 23:33:59.666434,high,261,['sfb15'],1,0.0
262,Noah Fant,TE,241.44,65,sfb15,2025-06-21 23:33:59.666471,high,262,['sfb15'],1,0.0
263,Michael Mayer,TE,241.5,65,sfb15,2025-06-21 23:33:59.666510,high,263,['sfb15'],1,0.0
264,Andrei Iosivas,WR,241.78,65,sfb15,2025-06-21 23:33:59.666545,high,264,['sfb15'],1,0.0
265,Will Howard,QB,243.9,65,sfb15,2025-06-21 23:33:59.666585,high,265,['sfb15'],1,0.0
266,Tory Horton,WR,244.9,65,sfb15,2025-06-21 23:33:59.666622,high,266,['sfb15'],1,0.0
267,Isaac TeSlaa,WR,245.0,65,sfb15,2025-06-21 23:33:59.666661,high,267,['sfb15'],1,0.0
268,Diontae Johnson,WR,245.22,65,sfb15,2025-06-21 23:33:59.666704,high,268,['sfb15'],1,0.0
269,Jordan Whittington,WR,245.67,65,sfb15,2025-06-21 23:33:59.666740,high,269,['sfb15'],1,0.0
270,Allen Lazard,WR,246.0,65,sfb15,2025-06-21 23:33:59.666776,high,270,['sfb15'],1,0.0
271,Damien Martinez,RB,246.0,65,sfb15,2025-06-21 23:33:59.666814,high,271,['sfb15'],1,0.0
272,Devin Singletary,RB,247.5,65,sfb15,2025-06-21 23:33:59.666851,high,272,['sfb15'],1,0.0
273,Luke Musgrave,TE,249.33,65,sfb15,2025-06-21 23:33:59.666888,high,273,['sfb15'],1,0.0
274,Kayshon Boutte,WR,250.29,65,sfb15,2025-06-21 23:33:59.666923,high,274,['sfb15'],1,0.0
275,Christian Watson,WR,250.5,65,sfb15,2025-06-21 23:33:59.666959,high,275,['sfb15'],1,0.0
276,Isaiah Davis,RB,250.6,65,sfb15,2025-06-21 23:33:59.666995,high,276,['sfb15'],1,0.0
277,Ray-Ray McCloud,WR,251.5,65,sfb15,2025-06-21 23:33:59.667030,high,277,['sfb15'],1,0.0
278,A.J. Dillon,RB,253.0,65,sfb15,2025-06-21 23:33:59.667066,high,278,['sfb15'],1,0.0
279,Troy Franklin,WR,253.5,65,sfb15,2025-06-21 23:33:59.667101,high,279,['sfb15'],1,0.0
280,AJ Barner,TE,254.0,65,sfb15,2025-06-21 23:33:59.667137,high,280,['sfb15'],1,0.0
281,Quinn Ewers,QB,254.0,65,sfb15,2025-06-21 23:33:59.667172,high,281,['sfb15'],1,0.0
282,Will Dissly,TE,254.0,65,sfb15,2025-06-21 23:33:59.667207,high,282,['sfb15'],1,0.0
283,Joe Milton,QB,255.0,65,sfb15,2025-06-21 23:33:59.667243,high,283,['sfb15'],1,0.0
284,Alexander Mattison,RB,256.0,65,sfb15,2025-06-21 23:33:59.667284,high,284,['sfb15'],1,0.0
285,Elijah Moore,WR,256.25,65,sfb15,2025-06-21 23:33:59.667320,high,285,['sfb15'],1,0.0
286,Dillon Gabriel,QB,256.5,65,sfb15,2025-06-21 23:33:59.667357,high,286,['sfb15'],1,0.0
287,Luke McCaffrey,WR,257.0,65,sfb15,2025-06-21 23:33:59.667394,high,287,['sfb15'],1,0.0
288,Tutu Atwell,WR,257.0,65,sfb15,2025-06-21 23:33:59.667431,high,288,['sfb15'],1,0.0
289,Devaughn Vele,WR,258.0,65,sfb15,2025-06-21 23:33:59.667468,high,289,['sfb15'],1,0.0
290,Dameon Pierce,RB,258.33,65,sfb15,2025-06-21 23:33:59.667504,high,290,['sfb15'],1,0.0
291,Kenny Pickett,QB,258.6,65,sfb15,2025-06-21 23:33:59.667543,high,291,['sfb15'],1,0.0
292,Chimere Dike,WR,259.0,65,sfb15,2025-06-21 23:33:59.667579,high,292,['sfb15'],1,0.0
293,Lan Larison,RB,259.0,65,sfb15,2025-06-21 23:33:59.667615,high,293,['sfb15'],1,0.0
294,Savion Williams,WR,259.33,65,sfb15,2025-06-21 23:33:59.667652,high,294,['sfb15'],1,0.0
295,Mason Rudolph,QB,259.5,65,sfb15,2025-06-21 23:33:59.667689,high,295,['sfb15'],1,0.0
296,LeQuint Allen,RB,260.0,65,sfb15,2025-06-21 23:33:59.667724,high,296,['sfb15'],1,0.0
297,Marquez Valdes-Scantling,WR,260.5,65,sfb15,2025-06-21 23:33:59.667762,high,297,['sfb15'],1,0.0
298,Mike Williams,WR,262.0,65,sfb15,2025-06-21 23:33:59.667799,high,298,['sfb15'],1,0.0
299,Kalel Mullings,RB,263.0,65,sfb15,2025-06-21 23:33:59.667836,high,299,['sfb15'],1,0.0
